dataId,label,accX,accY,accZ,gyroX,gyroY,gyroZ
7,UpDown,-3.0915,-6.3506,6.8626,-65.2142,75.5112,-48.739
7,UpDown,-2.991,-5.8481,7.5613,-91.9864,72.7653,-33.6368
7,UpDown,-2.7757,-5.5466,7.6379,53.5443,-83.0623,49.4255
7,UpDown,-2.9671,-6.1831,6.7908,134.5472,-133.8608,103.6563
7,UpDown,-3.2542,-7.1067,6.2022,64.5278,-17.8481,28.8316
7,UpDown,-3.527,-7.0923,6.6233,-107.0886,192.2103,-48.739
7,UpDown,-3.4361,-7.0158,8.1595,-144.1578,182.5998,-21.2804
7,UpDown,-3.2782,-7.456,9.1023,86.4947,32.2639,83.7488
7,UpDown,-4.2018,-9.1023,9.7388,229.966,105.0292,185.3457
7,UpDown,-5.4796,-10.5715,11.4616,293.1208,265.6621,89.927
7,UpDown,-6.786,-10.1073,14.0746,258.111,475.0341,19.9075
7,UpDown,-8.7434,-9.3559,17.8026,161.3194,628.8024,150.336
7,UpDown,-13.352,-10.9256,22.1432,-16.4752,491.5093,-49.4255
7,UpDown,-13.7204,-11.2415,24.8423,-153.7683,-479.1529,-615.7596
7,UpDown,-11.2654,-8.5615,21.9853,640.4723,-2246.115,-783.2572
7,UpDown,-8.4897,-7.6905,13.8401,1390.7792,-3606.0032,-691.2708
7,UpDown,-5.0536,-7.054,5.6423,1791.6749,-4375.5312,-527.892
7,UpDown,-2.8905,-7.1067,-3.2638,1589.8541,-4155.8623,-501.1198
